MODEL,POINT,IID,STID,STSIZ,ROSIZ,NBO,DPY
Demo - Model 02,42,60121,S_SUPPLY_SHIP_01,,,2.04E-05,0.374791141
Demo - Model 02,42,60121,S_SUPPLY_SHIP_02,,,2.04E-05,0.374791141
Demo - Model 02,42,60122,WORKSHOP,,1,8.00E-05,0.700600683
Demo - Model 02,42,60122,HOME BASE,1,,8.97E-06,0.700600683
Demo - Model 02,42,60122,MAIN DEPOT,,,3.92E-03,0.700600683
Demo - Model 02,42,60122,S_CARRIER,,,1.12E-06,8.76E-02
Demo - Model 02,42,60122,S_CRUISER,,,1.12E-06,8.76E-02
Demo - Model 02,42,60122,S_DESTROYER_01,,,1.12E-06,8.76E-02
Demo - Model 02,42,60122,S_DESTROYER_02,,,1.12E-06,8.76E-02
Demo - Model 02,42,60122,S_FRIGATE_01,,,1.12E-06,8.76E-02
Demo - Model 02,42,60122,S_FRIGATE_02,,,1.12E-06,8.76E-02
Demo - Model 02,42,60122,S_SUPPLY_SHIP_01,,,1.12E-06,8.76E-02
Demo - Model 02,42,60122,S_SUPPLY_SHIP_02,,,1.12E-06,8.76E-02
Demo - Model 02,42,60123,HOME BASE,,,4.09E-03,2.652031011
Demo - Model 02,42,60123,MAIN DEPOT,,,2.95E-03,1.989023258
Demo - Model 02,42,60123,S_CARRIER,1,,2.09E-06,0.531503876
Demo - Model 02,42,60123,S_CRUISER,1,,2.09E-06,0.531503876
Demo - Model 02,42,60123,S_DESTROYER_01,1,,2.09E-06,0.531503876
Demo - Model 02,42,60123,S_DESTROYER_02,1,,2.09E-06,0.531503876
Demo - Model 02,42,60123,S_FRIGATE_01,1,,2.09E-06,0.531503876
Demo - Model 02,42,60123,S_FRIGATE_02,1,,2.09E-06,0.531503876
Demo - Model 02,42,60123,S_SUPPLY_SHIP_01,1,,2.09E-06,0.531503876
Demo - Model 02,42,60123,S_SUPPLY_SHIP_02,1,,2.09E-06,0.531503876
Demo - Model 02,42,60124,WORKSHOP,,1,0.000108562,0.951001284
Demo - Model 02,42,60124,HOME BASE,1,,1.65E-05,0.951001284
Demo - Model 02,42,60124,MAIN DEPOT,,,5.32E-03,0.951001284
Demo - Model 02,42,60124,S_CARRIER,,,2.07E-06,0.11887516
Demo - Model 02,42,60124,S_CRUISER,,,2.07E-06,0.11887516
Demo - Model 02,42,60124,S_DESTROYER_01,,,2.07E-06,0.11887516
Demo - Model 02,42,60124,S_DESTROYER_02,,,2.07E-06,0.11887516
Demo - Model 02,42,60124,S_FRIGATE_01,,,2.07E-06,0.11887516
Demo - Model 02,42,60124,S_FRIGATE_02,,,2.07E-06,0.11887516
Demo - Model 02,42,60124,S_SUPPLY_SHIP_01,,,2.07E-06,0.11887516
Demo - Model 02,42,60124,S_SUPPLY_SHIP_02,,,2.07E-06,0.11887516
Demo - Model 02,42,60125,HOME BASE,,,6.03E-03,3.911375115
Demo - Model 02,42,60125,MAIN DEPOT,,,4.35E-03,2.933531336
Demo - Model 02,42,60125,S_CARRIER,1,,3.17E-06,0.688921889
Demo - Model 02,42,60125,S_CRUISER,1,,3.17E-06,0.688921889
Demo - Model 02,42,60125,S_DESTROYER_01,1,,3.17E-06,0.688921889
Demo - Model 02,42,60125,S_DESTROYER_02,1,,3.17E-06,0.688921889
Demo - Model 02,42,60125,S_FRIGATE_01,1,,3.17E-06,0.688921889
Demo - Model 02,42,60125,S_FRIGATE_02,1,,3.17E-06,0.688921889
Demo - Model 02,42,60125,S_SUPPLY_SHIP_01,1,,3.17E-06,0.688921889
Demo - Model 02,42,60125,S_SUPPLY_SHIP_02,1,,3.17E-06,0.688921889
Demo - Model 02,42,60126,WORKSHOP,,1,3.87E-05,0.33923086
Demo - Model 02,42,60126,HOME BASE,,,0.002052424,0.33923086
Demo - Model 02,42,60126,MAIN DEPOT,,,0.001897524,0.33923086
Demo - Model 02,42,60126,S_CARRIER,,,2.57E-04,4.24E-02
Demo - Model 02,42,60126,S_CRUISER,,,2.57E-04,4.24E-02
Demo - Model 02,42,60126,S_DESTROYER_01,,,2.57E-04,4.24E-02
Demo - Model 02,42,60126,S_DESTROYER_02,,,2.57E-04,4.24E-02
Demo - Model 02,42,60126,S_FRIGATE_01,,,2.57E-04,4.24E-02
Demo - Model 02,42,60126,S_FRIGATE_02,,,2.57E-04,4.24E-02
Demo - Model 02,42,60126,S_SUPPLY_SHIP_01,,,2.57E-04,4.24E-02
Demo - Model 02,42,60126,S_SUPPLY_SHIP_02,,,2.57E-04,4.24E-02
Demo - Model 02,42,60127,HOME BASE,1,,2.43E-05,4.527555028
Demo - Model 02,42,60127,MAIN DEPOT,,,5.04E-03,3.395666271
Demo - Model 02,42,60127,S_CARRIER,,,3.04E-06,0.565944379
Demo - Model 02,42,60127,S_CRUISER,,,3.04E-06,0.565944379
Demo - Model 02,42,60127,S_DESTROYER_01,,,3.04E-06,0.565944379
Demo - Model 02,42,60127,S_DESTROYER_02,,,3.04E-06,0.565944379
Demo - Model 02,42,60127,S_FRIGATE_01,,,3.04E-06,0.565944379
Demo - Model 02,42,60127,S_FRIGATE_02,,,3.04E-06,0.565944379
Demo - Model 02,42,60127,S_SUPPLY_SHIP_01,,,3.04E-06,0.565944379
Demo - Model 02,42,60127,S_SUPPLY_SHIP_02,,,3.04E-06,0.565944379
Demo - Model 02,42,60128,HOME BASE,,,2.61E-04,0.169642301
Demo - Model 02,42,60128,MAIN DEPOT,,,0.000188814,0.127231726
Demo - Model 02,42,60128,S_CARRIER,,,3.27E-05,0.021205288
Demo - Model 02,42,60128,S_CRUISER,,,3.27E-05,0.021205288
Demo - Model 02,42,60128,S_DESTROYER_01,,,3.27E-05,0.021205288
Demo - Model 02,42,60128,S_DESTROYER_02,,,3.27E-05,0.021205288
Demo - Model 02,42,60128,S_FRIGATE_01,,,3.27E-05,0.021205288
Demo - Model 02,42,60128,S_FRIGATE_02,,,3.27E-05,0.021205288
Demo - Model 02,42,60128,S_SUPPLY_SHIP_01,,,3.27E-05,0.021205288
Demo - Model 02,42,60128,S_SUPPLY_SHIP_02,,,3.27E-05,0.021205288
Demo - Model 02,42,60131,HOME BASE,1,,3.08E-06,1.612068498
Demo - Model 02,42,60131,MAIN DEPOT,,,0.001794254,1.209051374
Demo - Model 02,42,60131,S_CARRIER,,,3.85E-07,0.201508562
Demo - Model 02,42,60131,S_CRUISER,,,3.85E-07,0.201508562
Demo - Model 02,42,60131,S_DESTROYER_01,,,3.85E-07,0.201508562
Demo - Model 02,42,60131,S_DESTROYER_02,,,3.85E-07,0.201508562
Demo - Model 02,42,60131,S_FRIGATE_01,,,3.85E-07,0.201508562
Demo - Model 02,42,60131,S_FRIGATE_02,,,3.85E-07,0.201508562
Demo - Model 02,42,60131,S_SUPPLY_SHIP_01,,,3.85E-07,0.201508562
Demo - Model 02,42,60131,S_SUPPLY_SHIP_02,,,3.85E-07,0.201508562
Demo - Model 02,42,60132,WORKSHOP,,1,2.15E-05,0.188340948
Demo - Model 02,42,60132,HOME BASE,,,1.14E-03,0.188340948
Demo - Model 02,42,60132,MAIN DEPOT,,,1.05E-03,0.188340948
Demo - Model 02,42,60132,S_CARRIER,,,1.42E-04,0.023542619
Demo - Model 02,42,60132,S_CRUISER,,,1.42E-04,0.023542619
Demo - Model 02,42,60132,S_DESTROYER_01,,,1.42E-04,0.023542619
Demo - Model 02,42,60132,S_DESTROYER_02,,,1.42E-04,0.023542619
Demo - Model 02,42,60132,S_FRIGATE_01,,,1.42E-04,0.023542619
Demo - Model 02,42,60132,S_FRIGATE_02,,,1.42E-04,0.023542619
Demo - Model 02,42,60132,S_SUPPLY_SHIP_01,,,1.42E-04,0.023542619
Demo - Model 02,42,60132,S_SUPPLY_SHIP_02,,,1.42E-04,0.023542619
Demo - Model 02,42,60133,HOME BASE,,,0.002197417,1.42587937
Demo - Model 02,42,60133,MAIN DEPOT,,,0.001587023,1.069409528
Demo - Model 02,42,60133,S_CARRIER,,,4.11E-03,0.378234921
Demo - Model 02,42,60133,S_CRUISER,,,4.11E-03,0.378234921
Demo - Model 02,42,60133,S_DESTROYER_01,,,4.11E-03,0.378234921
Demo - Model 02,42,60133,S_DESTROYER_02,,,4.11E-03,0.378234921
Demo - Model 02,42,60133,S_FRIGATE_01,,,4.11E-03,0.378234921
Demo - Model 02,42,60133,S_FRIGATE_02,,,4.11E-03,0.378234921
Demo - Model 02,42,60133,S_SUPPLY_SHIP_01,,,4.11E-03,0.378234921
Demo - Model 02,42,60133,S_SUPPLY_SHIP_02,,,4.11E-03,0.378234921
Demo - Model 02,42,60134,HOME BASE,,,7.88E-04,0.511311183
Demo - Model 02,42,60134,MAIN DEPOT,,,5.69E-04,0.383483387
Demo - Model 02,42,60134,S_CARRIER,,,9.85E-05,6.39E-02
Demo - Model 02,42,60134,S_CRUISER,,,9.85E-05,6.39E-02
Demo - Model 02,42,60134,S_DESTROYER_01,,,9.85E-05,6.39E-02
Demo - Model 02,42,60134,S_DESTROYER_02,,,9.85E-05,6.39E-02
Demo - Model 02,42,60134,S_FRIGATE_01,,,9.85E-05,6.39E-02
Demo - Model 02,42,60134,S_FRIGATE_02,,,9.85E-05,6.39E-02
Demo - Model 02,42,60134,S_SUPPLY_SHIP_01,,,9.85E-05,6.39E-02
Demo - Model 02,42,60134,S_SUPPLY_SHIP_02,,,9.85E-05,6.39E-02
Demo - Model 02,42,60141,HOME BASE,,,7.74E-03,5.019914136
Demo - Model 02,42,60141,MAIN DEPOT,,,5.59E-03,3.764935602
Demo - Model 02,42,60141,S_CARRIER,,,4.80E-03,0.827489267
Demo - Model 02,42,60141,S_CRUISER,,,4.80E-03,0.827489267
Demo - Model 02,42,60141,S_DESTROYER_01,,,4.80E-03,0.827489267
Demo - Model 02,42,60141,S_DESTROYER_02,,,4.80E-03,0.827489267
Demo - Model 02,42,60141,S_FRIGATE_01,,,4.80E-03,0.827489267
Demo - Model 02,42,60141,S_FRIGATE_02,,,4.80E-03,0.827489267
Demo - Model 02,42,60141,S_SUPPLY_SHIP_01,,,4.80E-03,0.827489267
Demo - Model 02,42,60141,S_SUPPLY_SHIP_02,,,4.80E-03,0.827489267
Demo - Model 02,42,60142,HOME BASE,,,9.04E-04,0.586485864
Demo - Model 02,42,60142,MAIN DEPOT,,,6.53E-04,0.439864398
Demo - Model 02,42,60142,S_CARRIER,,,0.000112979,7.33E-02
Demo - Model 02,42,60142,S_CRUISER,,,0.000112979,7.33E-02
Demo - Model 02,42,60142,S_DESTROYER_01,,,0.000112979,7.33E-02
Demo - Model 02,42,60142,S_DESTROYER_02,,,0.000112979,7.33E-02
Demo - Model 02,42,60142,S_FRIGATE_01,,,0.000112979,7.33E-02
Demo - Model 02,42,60142,S_FRIGATE_02,,,0.000112979,7.33E-02
Demo - Model 02,42,60142,S_SUPPLY_SHIP_01,,,0.000112979,7.33E-02
Demo - Model 02,42,60142,S_SUPPLY_SHIP_02,,,0.000112979,7.33E-02
Demo - Model 02,42,6021,HOME BASE,1,,4.16E-08,0.187267418
Demo - Model 02,42,6021,MAIN DEPOT,,,0.000208431,0.140450563
Demo - Model 02,42,6021,S_CARRIER,,,5.21E-09,0.023408427
Demo - Model 02,42,6021,S_CRUISER,,,5.21E-09,0.023408427
Demo - Model 02,42,6021,S_DESTROYER_01,,,5.21E-09,0.023408427
Demo - Model 02,42,6021,S_DESTROYER_02,,,5.21E-09,0.023408427
Demo - Model 02,42,6021,S_FRIGATE_01,,,5.21E-09,0.023408427
Demo - Model 02,42,6021,S_FRIGATE_02,,,5.21E-09,0.023408427
Demo - Model 02,42,6021,S_SUPPLY_SHIP_01,,,5.21E-09,0.023408427
Demo - Model 02,42,6021,S_SUPPLY_SHIP_02,,,5.21E-09,0.023408427
Demo - Model 02,42,6022,HOME BASE,,,3.37E-05,0.021878799
Demo - Model 02,42,6022,MAIN DEPOT,,,2.44E-05,0.016409099
Demo - Model 02,42,6022,S_CARRIER,,,4.21E-06,2.73E-03
Demo - Model 02,42,6022,S_CRUISER,,,4.21E-06,2.73E-03
Demo - Model 02,42,6022,S_DESTROYER_01,,,4.21E-06,2.73E-03
Demo - Model 02,42,6022,S_DESTROYER_02,,,4.21E-06,2.73E-03
Demo - Model 02,42,6022,S_FRIGATE_01,,,4.21E-06,2.73E-03
Demo - Model 02,42,6022,S_FRIGATE_02,,,4.21E-06,2.73E-03
Demo - Model 02,42,6022,S_SUPPLY_SHIP_01,,,4.21E-06,2.73E-03
Demo - Model 02,42,6022,S_SUPPLY_SHIP_02,,,4.21E-06,2.73E-03
Demo - Model 02,42,6023,HOME BASE,,,0.00102106,0.662554348
Demo - Model 02,42,6023,MAIN DEPOT,,,7.37E-04,0.496915761
Demo - Model 02,42,6023,S_CARRIER,,,0.000127632,8.28E-02
Demo - Model 02,42,6023,S_CRUISER,,,0.000127632,8.28E-02
Demo - Model 02,42,6023,S_DESTROYER_01,,,0.000127632,8.28E-02
Demo - Model 02,42,6023,S_DESTROYER_02,,,0.000127632,8.28E-02
Demo - Model 02,42,6023,S_FRIGATE_01,,,0.000127632,8.28E-02
Demo - Model 02,42,6023,S_FRIGATE_02,,,0.000127632,8.28E-02
Demo - Model 02,42,6023,S_SUPPLY_SHIP_01,,,0.000127632,8.28E-02
Demo - Model 02,42,6023,S_SUPPLY_SHIP_02,,,0.000127632,8.28E-02
Demo - Model 02,42,6024,HOME BASE,,,9.15E-05,5.94E-02
Demo - Model 02,42,6024,MAIN DEPOT,,,6.61E-05,4.45E-02
Demo - Model 02,42,6024,S_CARRIER,,,1.14E-05,7.42E-03
Demo - Model 02,42,6024,S_CRUISER,,,1.14E-05,7.42E-03
Demo - Model 02,42,6024,S_DESTROYER_01,,,1.14E-05,7.42E-03
Demo - Model 02,42,6024,S_DESTROYER_02,,,1.14E-05,7.42E-03
Demo - Model 02,42,6024,S_FRIGATE_01,,,1.14E-05,7.42E-03
Demo - Model 02,42,6024,S_FRIGATE_02,,,1.14E-05,7.42E-03
Demo - Model 02,42,6024,S_SUPPLY_SHIP_01,,,1.14E-05,7.42E-03
Demo - Model 02,42,6024,S_SUPPLY_SHIP_02,,,1.14E-05,7.42E-03
Demo - Model 02,42,6025,HOME BASE,,,0.00018824,0.122146884
Demo - Model 02,42,6025,MAIN DEPOT,,,0.000135951,9.16E-02
Demo - Model 02,42,6025,S_CARRIER,,,2.35E-05,0.01526836
Demo - Model 02,42,6025,S_CRUISER,,,2.35E-05,0.01526836
Demo - Model 02,42,6025,S_DESTROYER_01,,,2.35E-05,0.01526836
Demo - Model 02,42,6025,S_DESTROYER_02,,,2.35E-05,0.01526836
Demo - Model 02,42,6025,S_FRIGATE_01,,,2.35E-05,0.01526836
Demo - Model 02,42,6025,S_FRIGATE_02,,,2.35E-05,0.01526836
Demo - Model 02,42,6025,S_SUPPLY_SHIP_01,,,2.35E-05,0.01526836
Demo - Model 02,42,6025,S_SUPPLY_SHIP_02,,,2.35E-05,0.01526836
Demo - Model 02,42,6026,HOME BASE,,,3.27E-05,0.02118743
Demo - Model 02,42,6026,MAIN DEPOT,,,2.36E-05,0.015890572
Demo - Model 02,42,6026,S_CARRIER,,,4.08E-06,0.002648429
Demo - Model 02,42,6026,S_CRUISER,,,4.08E-06,0.002648429
Demo - Model 02,42,6026,S_DESTROYER_01,,,4.08E-06,0.002648429
Demo - Model 02,42,6026,S_DESTROYER_02,,,4.08E-06,0.002648429
Demo - Model 02,42,6026,S_FRIGATE_01,,,4.08E-06,0.002648429
Demo - Model 02,42,6026,S_FRIGATE_02,,,4.08E-06,0.002648429
Demo - Model 02,42,6026,S_SUPPLY_SHIP_01,,,4.08E-06,0.002648429
Demo - Model 02,42,6026,S_SUPPLY_SHIP_02,,,4.08E-06,0.002648429
Demo - Model 02,42,6027,HOME BASE,1,,2.37E-08,0.141389338
Demo - Model 02,42,6027,MAIN DEPOT,,,0.000157368,0.106042003
Demo - Model 02,42,6027,S_CARRIER,,,2.97E-09,0.017673667
Demo - Model 02,42,6027,S_CRUISER,,,2.97E-09,0.017673667
Demo - Model 02,42,6027,S_DESTROYER_01,,,2.97E-09,0.017673667
Demo - Model 02,42,6027,S_DESTROYER_02,,,2.97E-09,0.017673667
Demo - Model 02,42,6027,S_FRIGATE_01,,,2.97E-09,0.017673667
Demo - Model 02,42,6027,S_FRIGATE_02,,,2.97E-09,0.017673667
Demo - Model 02,42,6027,S_SUPPLY_SHIP_01,,,2.97E-09,0.017673667
Demo - Model 02,42,6027,S_SUPPLY_SHIP_02,,,2.97E-09,0.017673667
Demo - Model 02,42,6028,HOME BASE,,,1.63285E-05,0.010595393
Demo - Model 02,42,6028,MAIN DEPOT,,,1.17928E-05,7.95E-03
Demo - Model 02,42,6028,S_CARRIER,,,2.04106E-06,0.001324424
Demo - Model 02,42,6028,S_CRUISER,,,2.04106E-06,0.001324424
Demo - Model 02,42,6028,S_DESTROYER_01,,,2.04106E-06,0.001324424
Demo - Model 02,42,6028,S_DESTROYER_02,,,2.04106E-06,0.001324424
Demo - Model 02,42,6028,S_FRIGATE_01,,,2.04106E-06,0.001324424
Demo - Model 02,42,6028,S_FRIGATE_02,,,2.04106E-06,0.001324424
Demo - Model 02,42,6028,S_SUPPLY_SHIP_01,,,2.04106E-06,0.001324424
Demo - Model 02,42,6028,S_SUPPLY_SHIP_02,,,2.04106E-06,0.001324424
Demo - Model 02,42,6029,HOME BASE,,,0.000178958,0.116124159
Demo - Model 02,42,6029,MAIN DEPOT,,,0.000129248,8.71E-02
Demo - Model 02,42,6029,S_CARRIER,,,2.24E-05,0.01451552
Demo - Model 02,42,6029,S_CRUISER,,,2.24E-05,0.01451552
Demo - Model 02,42,6029,S_DESTROYER_01,,,2.24E-05,0.01451552
Demo - Model 02,42,6029,S_DESTROYER_02,,,2.24E-05,0.01451552
Demo - Model 02,42,6029,S_FRIGATE_01,,,2.24E-05,0.01451552
Demo - Model 02,42,6029,S_FRIGATE_02,,,2.24E-05,0.01451552
Demo - Model 02,42,6029,S_SUPPLY_SHIP_01,,,2.24E-05,0.01451552
Demo - Model 02,42,6029,S_SUPPLY_SHIP_02,,,2.24E-05,0.01451552
Demo - Model 02,42,60210,HOME BASE,,,0.000170562,0.110675928
Demo - Model 02,42,60210,MAIN DEPOT,,,1.23E-04,8.30E-02
Demo - Model 02,42,60210,S_CARRIER,,,2.13E-05,0.013834491
Demo - Model 02,42,60210,S_CRUISER,,,2.13E-05,0.013834491
Demo - Model 02,42,60210,S_DESTROYER_01,,,2.13E-05,0.013834491
Demo - Model 02,42,60210,S_DESTROYER_02,,,2.13E-05,0.013834491
Demo - Model 02,42,60210,S_FRIGATE_01,,,2.13E-05,0.013834491
Demo - Model 02,42,60210,S_FRIGATE_02,,,2.13E-05,0.013834491
Demo - Model 02,42,60210,S_SUPPLY_SHIP_01,,,2.13E-05,0.013834491
Demo - Model 02,42,60210,S_SUPPLY_SHIP_02,,,2.13E-05,0.013834491
Demo - Model 02,42,60211,HOME BASE,,,5.67E-05,3.68E-02
Demo - Model 02,42,60211,MAIN DEPOT,,,4.09E-05,2.76E-02
Demo - Model 02,42,60211,S_CARRIER,,,7.08E-06,4.60E-03
Demo - Model 02,42,60211,S_CRUISER,,,7.08E-06,4.60E-03
Demo - Model 02,42,60211,S_DESTROYER_01,,,7.08E-06,4.60E-03
Demo - Model 02,42,60211,S_DESTROYER_02,,,7.08E-06,4.60E-03
Demo - Model 02,42,60211,S_FRIGATE_01,,,7.08E-06,4.60E-03
Demo - Model 02,42,60211,S_FRIGATE_02,,,7.08E-06,4.60E-03
Demo - Model 02,42,60211,S_SUPPLY_SHIP_01,,,7.08E-06,4.60E-03
Demo - Model 02,42,60211,S_SUPPLY_SHIP_02,,,7.08E-06,4.60E-03
Demo - Model 02,42,60212,HOME BASE,,,3.57E-05,0.023165096
Demo - Model 02,42,60212,MAIN DEPOT,,,2.58E-05,0.017373822
Demo - Model 02,42,60212,S_CARRIER,,,4.46E-06,2.90E-03
Demo - Model 02,42,60212,S_CRUISER,,,4.46E-06,2.90E-03
Demo - Model 02,42,60212,S_DESTROYER_01,,,4.46E-06,2.90E-03
Demo - Model 02,42,60212,S_DESTROYER_02,,,4.46E-06,2.90E-03
Demo - Model 02,42,60212,S_FRIGATE_01,,,4.46E-06,2.90E-03
Demo - Model 02,42,60212,S_FRIGATE_02,,,4.46E-06,2.90E-03
Demo - Model 02,42,60212,S_SUPPLY_SHIP_01,,,4.46E-06,2.90E-03
Demo - Model 02,42,60212,S_SUPPLY_SHIP_02,,,4.46E-06,2.90E-03
Demo - Model 02,42,60213,HOME BASE,1,,2.40E-07,0.449947686
Demo - Model 02,42,60213,MAIN DEPOT,,,5.01E-04,0.337460765
Demo - Model 02,42,60213,S_CARRIER,,,3.00E-08,5.62E-02
Demo - Model 02,42,60213,S_CRUISER,,,3.00E-08,5.62E-02
Demo - Model 02,42,60213,S_DESTROYER_01,,,3.00E-08,5.62E-02
Demo - Model 02,42,60213,S_DESTROYER_02,,,3.00E-08,5.62E-02
Demo - Model 02,42,60213,S_FRIGATE_01,,,3.00E-08,5.62E-02
Demo - Model 02,42,60213,S_FRIGATE_02,,,3.00E-08,5.62E-02
Demo - Model 02,42,60213,S_SUPPLY_SHIP_01,,,3.00E-08,5.62E-02
Demo - Model 02,42,60213,S_SUPPLY_SHIP_02,,,3.00E-08,5.62E-02
Demo - Model 02,42,60214,HOME BASE,,,0.000159351,0.103400831
Demo - Model 02,42,60214,MAIN DEPOT,,,1.15E-04,7.76E-02
Demo - Model 02,42,60214,S_CARRIER,,,1.99E-05,0.012925104
Demo - Model 02,42,60214,S_CRUISER,,,1.99E-05,0.012925104
Demo - Model 02,42,60214,S_DESTROYER_01,,,1.99E-05,0.012925104
Demo - Model 02,42,60214,S_DESTROYER_02,,,1.99E-05,0.012925104
Demo - Model 02,42,60214,S_FRIGATE_01,,,1.99E-05,0.012925104
Demo - Model 02,42,60214,S_FRIGATE_02,,,1.99E-05,0.012925104
Demo - Model 02,42,60214,S_SUPPLY_SHIP_01,,,1.99E-05,0.012925104
Demo - Model 02,42,60214,S_SUPPLY_SHIP_02,,,1.99E-05,0.012925104
Demo - Model 02,42,60215,HOME BASE,,,0.00015945,0.103465104
Demo - Model 02,42,60215,MAIN DEPOT,,,1.15E-04,7.76E-02
Demo - Model 02,42,60215,S_CARRIER,,,1.99E-05,0.012933138
Demo - Model 02,42,60215,S_CRUISER,,,1.99E-05,0.012933138
Demo - Model 02,42,60215,S_DESTROYER_01,,,1.99E-05,0.012933138
Demo - Model 02,42,60215,S_DESTROYER_02,,,1.99E-05,0.012933138
Demo - Model 02,42,60215,S_FRIGATE_01,,,1.99E-05,0.012933138
Demo - Model 02,42,60215,S_FRIGATE_02,,,1.99E-05,0.012933138
Demo - Model 02,42,60215,S_SUPPLY_SHIP_01,,,1.99E-05,0.012933138
Demo - Model 02,42,60215,S_SUPPLY_SHIP_02,,,1.99E-05,0.012933138
Demo - Model 02,42,60216,HOME BASE,,,7.31E-05,4.74E-02
Demo - Model 02,42,60216,MAIN DEPOT,,,5.28E-05,3.56E-02
Demo - Model 02,42,60216,S_CARRIER,,,9.14E-06,5.93E-03
Demo - Model 02,42,60216,S_CRUISER,,,9.14E-06,5.93E-03
Demo - Model 02,42,60216,S_DESTROYER_01,,,9.14E-06,5.93E-03
Demo - Model 02,42,60216,S_DESTROYER_02,,,9.14E-06,5.93E-03
Demo - Model 02,42,60216,S_FRIGATE_01,,,9.14E-06,5.93E-03
Demo - Model 02,42,60216,S_FRIGATE_02,,,9.14E-06,5.93E-03
Demo - Model 02,42,60216,S_SUPPLY_SHIP_01,,,9.14E-06,5.93E-03
Demo - Model 02,42,60216,S_SUPPLY_SHIP_02,,,9.14E-06,5.93E-03
Demo - Model 02,42,60217,HOME BASE,,,6.55E-05,4.25E-02
Demo - Model 02,42,60217,MAIN DEPOT,,,4.73E-05,3.19E-02
Demo - Model 02,42,60217,S_CARRIER,,,8.18E-06,5.31E-03
Demo - Model 02,42,60217,S_CRUISER,,,8.18E-06,5.31E-03
Demo - Model 02,42,60217,S_DESTROYER_01,,,8.18E-06,5.31E-03
Demo - Model 02,42,60217,S_DESTROYER_02,,,8.18E-06,5.31E-03
Demo - Model 02,42,60217,S_FRIGATE_01,,,8.18E-06,5.31E-03
Demo - Model 02,42,60217,S_FRIGATE_02,,,8.18E-06,5.31E-03
Demo - Model 02,42,60217,S_SUPPLY_SHIP_01,,,8.18E-06,5.31E-03
Demo - Model 02,42,60217,S_SUPPLY_SHIP_02,,,8.18E-06,5.31E-03
Demo - Model 02,42,60218,HOME BASE,1,,5.93E-08,0.223405402
Demo - Model 02,42,60218,MAIN DEPOT,,,2.49E-04,0.167554051
Demo - Model 02,42,60218,S_CARRIER,,,7.41E-09,0.027925675
Demo - Model 02,42,60218,S_CRUISER,,,7.41E-09,0.027925675
Demo - Model 02,42,60218,S_DESTROYER_01,,,7.41E-09,0.027925675
Demo - Model 02,42,60218,S_DESTROYER_02,,,7.41E-09,0.027925675
Demo - Model 02,42,60218,S_FRIGATE_01,,,7.41E-09,0.027925675
Demo - Model 02,42,60218,S_FRIGATE_02,,,7.41E-09,0.027925675
Demo - Model 02,42,60218,S_SUPPLY_SHIP_01,,,7.41E-09,0.027925675
Demo - Model 02,42,60218,S_SUPPLY_SHIP_02,,,7.41E-09,0.027925675
Demo - Model 02,42,60219,HOME BASE,,,5.92E-05,3.84E-02
Demo - Model 02,42,60219,MAIN DEPOT,,,4.27E-05,2.88E-02
Demo - Model 02,42,60219,S_CARRIER,,,7.40E-06,4.80E-03
Demo - Model 02,42,60219,S_CRUISER,,,7.40E-06,4.80E-03
Demo - Model 02,42,60219,S_DESTROYER_01,,,7.40E-06,4.80E-03
Demo - Model 02,42,60219,S_DESTROYER_02,,,7.40E-06,4.80E-03
Demo - Model 02,42,60219,S_FRIGATE_01,,,7.40E-06,4.80E-03
Demo - Model 02,42,60219,S_FRIGATE_02,,,7.40E-06,4.80E-03
Demo - Model 02,42,60219,S_SUPPLY_SHIP_01,,,7.40E-06,4.80E-03
Demo - Model 02,42,60219,S_SUPPLY_SHIP_02,,,7.40E-06,4.80E-03
Demo - Model 02,42,60220,HOME BASE,,,4.52E-05,2.94E-02
Demo - Model 02,42,60220,MAIN DEPOT,,,3.27E-05,0.022021652
Demo - Model 02,42,60220,S_CARRIER,,,5.66E-06,3.67E-03
Demo - Model 02,42,60220,S_CRUISER,,,5.66E-06,3.67E-03
Demo - Model 02,42,60220,S_DESTROYER_01,,,5.66E-06,3.67E-03
Demo - Model 02,42,60220,S_DESTROYER_02,,,5.66E-06,3.67E-03
Demo - Model 02,42,60220,S_FRIGATE_01,,,5.66E-06,3.67E-03
Demo - Model 02,42,60220,S_FRIGATE_02,,,5.66E-06,3.67E-03
Demo - Model 02,42,60220,S_SUPPLY_SHIP_01,,,5.66E-06,3.67E-03
Demo - Model 02,42,60220,S_SUPPLY_SHIP_02,,,5.66E-06,3.67E-03
Demo - Model 02,42,60221,HOME BASE,,,0.000151917,9.86E-02
Demo - Model 02,42,60221,MAIN DEPOT,,,0.000109718,7.39E-02
Demo - Model 02,42,60221,S_CARRIER,,,1.90E-05,0.012322153
Demo - Model 02,42,60221,S_CRUISER,,,1.90E-05,0.012322153
Demo - Model 02,42,60221,S_DESTROYER_01,,,1.90E-05,0.012322153
Demo - Model 02,42,60221,S_DESTROYER_02,,,1.90E-05,0.012322153
Demo - Model 02,42,60221,S_FRIGATE_01,,,1.90E-05,0.012322153
Demo - Model 02,42,60221,S_FRIGATE_02,,,1.90E-05,0.012322153
Demo - Model 02,42,60221,S_SUPPLY_SHIP_01,,,1.90E-05,0.012322153
Demo - Model 02,42,60221,S_SUPPLY_SHIP_02,,,1.90E-05,0.012322153
